Company Name,Registration code,VAT,Manager,Address,Website,Work hours,SS insurer code,Transport,Authorized capital,Company age,Employees,Average salary,Social insurance taxes,Sales revenue From,Sales revenue To,Rating,No. Rated,Category,Other Categories,Facebook
"Finaudita, UAB",303231937,LT100008335114,"Honorata Ikanevičienė, direktorė","Savanorių pr. 124A, LT-03153 Vilnius",,,2258591,2021-01: 1 car (uses),"2,896.00 €",7 years 1 month 2 days,3,,,30001,50000,6.5,4,Accounting services,[],
"Fronis, UAB",303304997,LT100008916818,"Rosita Dapšytė, direktorė","Daukanto g. 4, LT-77172 Šiauliai",http://www.finansinispartneris.lt,,2274988,,"202,720.00 €",6 years 9 months 25 days,6,755.78 € (2021-01),903.05 € (2021-01),20001,30000,7.1,29,Accounting services,[],
"KADMAS, UAB",300102225,LT100002992215,"Gintautas Alionis, direktorius","Sodų g. 4, Bukiškio k., LT-14182 Vilniaus r.",http://kadmas.lt,,743570,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",15 years 10 months 27 days,13,"1,263.38 € (2021-01)","2,482.11 € (2021-01)",50001,100000,6.9,28,Accounting services,[],
"Nacionalinis apskaitos ir buhalterijos centras, UAB",303387288,,,"Lukiškių g. 5, LT-01108 Vilnius",http://nabc.lt,,2295371,,"2,895.00 €",6 years 5 months 26 days,,,,0,5000,6.4,34,Accounting services,[],
"Nexia JK, UAB",303087910,LT100007979518,"Jonas Gaidys, direktorius","Laisvės pr. 125, LT-06118 Vilnius",http://www.nexia.lt,,2223167,2021-01: 2 cars (uses),"2,896.00 €",7 years 8 months 12 days,35,"1,279.96 € (2021-01)","8,931.70 € (2021-01)",500001,1000,8.8,95,Accounting services,[],
"Prekių apskaita, UAB",304154162,LT100010655518,"Grantas Pažėra, direktorius","Ąžuolyno g. 10, Gervėnupio k., LT-53162 Kauno r.",http://prekiuapskaita.lt,,2393266,,"2,500.00 €",5 years 2 months 11 days,1,,,300001,500000,5.5,4,Accounting services,[],
"UAB ""RBF Apskaita""",135633080,LT100000889510,Rima Bliūdžiuvienė,"Prancūzų g. 6-16, LT-44441 Kaunas",http://www.rbf.lt,,432507,2021-01: 1 car (uses),"30,000.00 €",20 years 8 months 22 days,6,907.75 € (2021-01),843.98 € (2021-01),100001,200000,5.3,26,Accounting services,[],
"Rinasta, UAB",302493662,,"Rinaldas Petkevičius, direktorius","Užupio g. 25, Radikiai, LT-54374 Kauno r.",http://www.rinasta.lt,,2050353,,"2,896.00 €",10 years 11 months 3 days,2,,,0,5000,5.6,13,Accounting services,[],
"Royal Accounting, UAB",302459489,LT100009567711,"Aurimas Kapočius, direktorius","Kęstučio g. 37, LT-08121 Vilnius",,,2037244,2021-01: 1 car (uses),"37,908.64 €",11 years 3 months 12 days,9,893.53 € (2021-01),"1,586.46 € (2021-01)",200001,300000,4.9,29,Accounting services,[],
"Statveda, UAB",300624846,LT100003964619,"Juozas Riauka, direktorius","Grigalaukio g. 32-10, Vilnius",http://www.statveda.lt,9-17,777892,,"2,896.00 €",14 years 2 months 19 days,1,,,10001,20000,4.5,11,Accounting services,[],
"Taupus laikas, MB",305187471,,Orinta Baranauskienė,"Paširvinčio g. 48, Kabaldos k., LT-19129 Širvintų r.",http://www.taupuslaikas.lt,,,,,1 year 8 months 19 days,,,,,,9.2,15,Accounting services,[],
"Verslo centas, UAB",304230165,,"Robertas Liekmanis, direktorius","Ventos Kranto g. 19, Kruciai, LT-89327 Mažeikių r.",,,2727742,,"2,500.00 €",4 years 10 months 11 days,1,,,30001,50000,9.5,20,Accounting services,[],
"Zuridos grupė, UAB",303482359,,"Zuzana Dambrauskienė, direktorė","Medvėgalio g. 31-14, LT-44454 Kaunas",,8.00-17.00,2310705,2021-01: 1 car (owns),"2,500.00 €",6 years 2 months 28 days,1,,,0,5000,2.1,22,Accounting services,[],
"Apskaitos asistentai, MB",304936213,,"Marija Šabanovičienė, direktorė","Totorių g. 4, Keturiasdešimt Totorių k., LT-14120 Vilniaus r.",http://www.aasistentai.lt,,,2021-01: 1 car (owns),,2 years 4 months 13 days,,,,0,5000,8.5,2,Accounting services,[],
"Buhaltvita-Finance, UAB",301152170,LT100005565118,"Jovita Kairienė, direktorė","Linksmoji g. 133-37, LT-11233 Vilnius",http://www.buhaltvita.lt,,983068,,"2,896.00 €",13 years 4 months 20 days,1,,,30001,50000,5.7,16,Accounting services,[],
"Dianega, MB",304854549,,"Diana Negreckienė, direktorė","Naujoji g. 2, Kuliai, LT-90371 Plungės r.",,I-V 8.00-17.00,3259551,,,2 years 8 months 24 days,3,,,20001,30000,7.0,4,Accounting services,[],
"Didika buhalterinės apskaitos, MB",305678189,,"Romualdas Didika, Direktorius","Geologų g. 6, antras aukštas, LT-02190 Vilnius",http://dbafinansai.lt,I-V 9.00 iki 17.00,,,,1 month 24 days,,,,,,10.0,3,Accounting services,[],https://www.facebook.com/Didikabuhalterinesapskaitos
"Dinaminė apskaita, MB",304288962,LT100011982217,"Gitana Masaitienė, direktorė","Zanavykų g. 46, LT-44140 Kaunas",http://www.dinamineapskaita.lt,,2766656,,,4 years 8 months 9 days,2,,,50001,100000,7.0,31,Accounting services,[],
"Finanta, MB",304472503,,"Nerijus Zinkevičius, direktorius","V. Krėvės pr. 91-21, LT-50366 Kaunas",,I-V 9:00-17:00,2938918,,,3 years 11 months 29 days,1,,,10001,20000,6.7,9,Accounting services,[],
"""Įmonių buhalterinė apskaita"", UAB",302610927,LT100008998610,"Viktoras Bobinas, direktorius","Antakalnio g. 38, LT-10305 Vilnius",http://www.ibapskaita.lt,8-17 d.d,2100029,,"2,896.00 €",9 years 10 months 27 days,2,,,10001,20000,3.9,11,Accounting services,[],
"IĮ ""Internuntius Lt""",302326072,LT100004612713,Audronė Margevičiūtė,"Taikos g. 90-49, LT-05216 Vilnius",http://internuntius.lt,,2012217,,,11 years 10 months 29 days,,,,5001,10000,4.5,2,Accounting services,[],
"Išmani apskaita, MB",304138980,LT100009814215,"Lina Šaukimienė, direktorė","Vydūno g. 7-97, LT-06209 Vilnius",http://www.smac.lt,,,,,5 years 3 months 13 days,,,,0,5000,7.6,52,Accounting services,[],
"Ivula, MB",303247083,LT100009820613,"Iveta Linkytė-Jokšienė, direktorė","Sviliškių g. 6-39, LT-06152 Vilnius",http://www.ivula.lt,,2261837,,,7 years 9 days,,,,10001,20000,9.2,5,Accounting services,[],
"Janvita, UAB",300567402,,"Vitalija Jankūnienė, direktorė","Samanynės g. 24, Samanynės k., LT-38445 Panevėžio r.",,I-V: 08.00-17.00,238351,,"2,896.00 €",14 years 9 months 21 day,3,,,20001,30000,5.9,14,Accounting services,[],
"Juristika, UAB",304091331,LT100010477617,Olga Latysheva,"A. Vivulskio g. 7-101, LT-03162 Vilnius",,I-V 9.00-18.00,2361207,,"28,000.00 €",5 years 5 months 23 days,5,"1,658.54 € (2021-01)","1,986.53 € (2021-01)",50001,100000,2.5,105,Accounting services,[],
"IĮ ""Kęstutis ir Ko""",302337364,,Kęstutis Naujokas,"Miško g. 13, LT-76194 Šiauliai",,,2016149,2021-01: 1 car (owns),,11 years 9 months 25 days,1,,,,,7.3,7,Accounting services,[],
"Klaipėdos buhalterija, UAB",303229612,,"Živilė Daukentienė, direktorė","Naujakiemio g. 1-63, LT-94209 Klaipėda",,,2257827,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",7 years 1 month 5 days,6,255.89 € (2021-01),301.21 € (2021-01),30001,50000,6.6,36,Accounting services,[],
"Lenarus, MB",304992475,,,"A. Vivulskio g. 22-34, LT-03115 Vilnius",http://www.lenarus.lt,I-V 9.00-19.00,3385009,,,2 years 1 month 11 days,,,,0,5000,10.0,4,Accounting services,[],https://www.facebook.com/BuhalterineApskaitaLenarus/
"Skaičių namai, MB",304492915,,"Ernesta Lenkauskaitė, direktorė","Dvarininkų g. 37, Klemiškė II, LT-91290 Klaipėdos r.",,,2943499,,,3 years 11 months 5 days,,,,10001,20000,9.3,17,Accounting services,[],
"Veiklos rezultatas, UAB",303860862,LT100009230017,"Lilija Akuto, direktorė","Rygos g. 27-14, LT-05221 Vilnius",http://veiklosrezultatas.lt,,2323754,,"2,500.00 €",5 years 11 months 23 days,2,,,10001,20000,6.2,12,Accounting services,[],
"Vekselis, UAB",302332933,,"Rimutė Samuchova, direktorė","Jurgiškių g. 21-24, LT-63157 Alytus",,,2015169,,"2,896.20 €",11 years 10 months 8 days,3,,,30001,50000,7.1,32,Accounting services,[],
"Verslo apskaitos grupė, UAB",304048636,LT100009470114,"Paulius Lazdauskas, direktorius","Kernavės g. 1, Pakalniškių k., LT-19170 Širvintų r.",http://www.versloag.lt,,2336593,,"2,500.00 €",5 years 9 months 4 days,1,,,10001,20000,7.7,14,Accounting services,[],
"A&D Finansai, MB",305423822,,"Auksė Dzedzevičienė, direktorė","Saulėtekio g. 4, LT-19125 Širvintos",,,,,,1 year 1 month 23 days,,,,,,8.2,13,Accounting services,[],https://www.facebook.com/Apskaita-ir-finansai-100276844722793/?eid=ARCN0z4E2GBOva2r2iO9-5jP4NuSCG35cZL-Wv4IUivjeoSzPnGxAz9e-lkGgxbIjWiLsKhw3SL4zk8n
"UAB ""Adcopy""",301835700,,Jolanta Valiukėnienė,"J. Galvydžio g. 5, LT-08236 Vilnius",,24/24,1006236,2021-01: 1 car (uses),"2,896.20 €",12 years 6 months 12 days,1,,,10001,20000,9.4,64,Accounting services,[],
"Apskaita ir buhalterija LT, UAB",302905265,,,Vilnius,http://www.apskaitabuhalterija.lt/,08:00-18:00 d.d.,2188349,,"2,896.00 €",8 years 4 months 1 day,,,,50001,100000,3.8,54,Accounting services,[],
UAB Apskaitos ir tiekimų biuras,303325475,,Jevgenij Bachilin,"Igno Šimulionio g. 3-149, LT-04330 Vilnius",http://www.atbiuras.eu,8-17,2280577,,"2,896.00 €",6 years 8 months 22 days,1,,,200001,300000,7.5,81,Accounting services,[],
"Buhalterijos garantas, MB",305623214,,,"Dubysos g. 60A, LT-94107 Klaipėda",http://www.buhalterijosgarantas.lt,,,,,5 months 17 days,,,,,,10.0,7,Accounting services,[],
"Buhalteriukas, MB",304166606,,"Daiva Valiukevičienė, direktorė","J. Gabrio g. 46, Garliava, LT-53265 Kauno r.",http://www.buhalteriukas.lt,I-V 9:00-17:00,2405382,,,5 years 1 month 14 days,,,,20001,30000,8.2,6,Accounting services,[],
"Buhera, MB",303482423,LT100011740410,Rūta Piščikienė,"Žygimanto g. 42, Dainų k., LT-77210 Šiaulių r.",,,2311502,2021-01: 1 car (uses),,6 years 2 months 22 days,4,,,50001,100000,5.2,29,Accounting services,[],
"Finansų arsenalas, UAB",304052015,LT100009566915,"Artūras Zdanavičius, direktorius","K. Grybausko g. 1A, LT-46299 Kaunas",,,2337037,,"2,500.00 €",5 years 8 months 29 days,2,,,0,5000,5.8,6,Accounting services,[],
"Finhauzas, UAB",301098751,,Renata Žarinskienė,"Šermukšnių g. 24, Trušeliai, LT-92337 Klaipėdos r.",,,897950,2021-01: 1 car (uses),"2,896.00 €",13 years 5 months 25 days,2,,,20001,30000,8.4,25,Accounting services,[],
"Joanos buhalterija, MB",305407939,,"Joana Zakarienė, direktorė","Vytauto pr. 27, LT-44352 Kaunas",http://www.joanosbuhalterija.lt,,3534316,,,1 year 2 months 5 days,2,,,,,5.8,4,Accounting services,[],
MB RReality,305598693,,"Rasa Rimkevičienė, vadovė","A.Kulviečio g. 3-9, LT-55206 Jonava",,,,,,6 months 28 days,,,,,,10.0,4,Accounting services,[],
"VIP apskaita, MB",303428450,,"Renata Vertelienė, direktorė","Ąžuolyno g. 10, Gervėnupio k., LT-53162 Kauno r.",http://www.apskaitavip.lt,,2302941,,,6 years 4 months 15 days,1,,,10001,20000,5.4,20,Accounting services,[],
"Akvapona, UAB",302908425,LT100007275813,"Vladislavas Vickunas, direktorius","Skaisterių g. 2C, Skaisterių k., LT-13118 Vilniaus r.",,,2188597,,"2,896.00 €",8 years 3 months 24 days,17,923.06 € (2021-01),"3,495.92 € (2021-01)",300001,500000,6.0,15,Accounting services,[],
"Apskaita paprastai, MB",304377820,,"Audrius Ramaškevičius, pirmininkas","Jaunimo g. 17-11, LT-63315 Alytus",http://www.apskaitapaprastai.lt,,,,,4 years 5 months 26 days,,,,10001,20000,7.1,17,Accounting services,[],
"Buhalteris LT, UAB",304894515,,"Aivaras Savickij, direktorius","Bajorų kel. 11A-53, LT-08466 Vilnius",,,3285249,,"2,500.00 €",2 years 6 months 19 days,2,,,5001,10000,8.1,11,Accounting services,[],
"UAB ""Demokritas""",302692212,,Aušra Varekytė,"Pramonės g. 97, LT-11115 Vilnius",http://www.demokritas.lt,,2134508,,"2,896.20 €",9 years 3 months 2 days,,,,0,5000,5.9,11,Accounting services,[],
"Erteda, UAB",302541819,LT100008327411,"Daiva Ertmonė, direktorius","Gelvonų g. 40-17, LT-07143 Vilnius",,,2066684,2021-01: 1 car (uses),"2,900.00 €",10 years 5 months 29 days,4,,,30001,50000,9.6,8,Accounting services,[],
"Lukrenita, UAB",300107140,LT100013030712,"Nijolė Aleknienė, direktorė","Gražinos g. 12-19, LT-35193 Panevėžys",,,235809,2021-01: 1 car (uses),"2,896.00 €",15 years 10 months 11 days,5,954.38 € (2021-01),863.83 € (2021-01),30001,50000,8.0,2,Accounting services,[],
"MB ""Neo partnership""",302948850,,"Marius Buivydas, direktorius","Ramybės g. 4-70, LT-02103 Vilnius",http://www.contus.no,,2196120,,,8 years 1 month 24 days,,,,0,5000,3.0,2,Accounting services,[],
"Nordic Accounting, UAB",304346885,,"Julija Kinčienė, direktorė","Taikos pr. 32A-72, LT-91235 Klaipėda",http://www.nordic-accounting.no,,2804845,,"3,000.00 €",4 years 6 months 15 days,5,"2,128.95 € (2021-01)","2,173.62 € (2021-01)",100001,200000,7.6,9,Accounting services,[],
"Ostena, UAB",166869292 (old code 6686929),LT668692917,"Lina Simutienė, direktorė","Žemaitijos g. 21-31A, LT-89135 Mažeikiai",,,297937,2021-01: 2 cars (owns),"5,792.00 €",24 years 3 months 13 days,3,,,30001,50000,5.7,3,Accounting services,[],
"Sabriela, UAB",304440815,,"Sabina Klerauskienė, direktorė","Šešuolių g. 3-8, LT-05129 Vilnius",,,2895442,2021-01: 1 car (uses),"2,500.00 €",4 years 1 month 28 days,2,,,10001,20000,8.7,21,Accounting services,[],
UAB SK verslas,302896097,,Daiva Stonkutė,"Viršutinė g. 32, LT-92262 Klaipėda",http://www.skverslas.lt,,2185680,,"2,896.00 €",8 years 4 months 13 days,2,,,5001,10000,6.3,10,Accounting services,[],
"Sniejus, MB",303824407,,"Snieguolė Žvinienė, direktorė","Šakimo k. 5, Šakimas, LT-18149 Švenčionių r.",http://www.sniejus.lt,,2322512,2021-01: 1 car (uses),,5 years 11 months 29 days,,,,20001,30000,9.0,2,Accounting services,[],
"Apskaitėja, UAB",304858031,LT100013215217,"Milda Pociuvienė, direktorė","Vairo g. 6, LT-78140 Šiauliai",,8:00 - 17:00,3261011,,"2,500.00 €",2 years 8 months 18 days,4,934.50 € (2021-01),891.38 € (2021-01),30001,50000,5.9,7,Accounting services,[],
"Justfina, UAB",304140180,,"Justina Bareikienė, direktorė","Eitminų g. 20-107, LT-12145 Vilnius",,,2384570,,"2,500.00 €",5 years 3 months 8 days,,,,20001,30000,6.5,14,Accounting services,[],
"KB finansai, UAB",303009616,,,"Dragūnų g. 2-21, LT-92331 Klaipėda",http://www.kbfinansai.lt,I-V nuo 8h ik 17h,2203932,,"2,896.00 €",8 years 1 day,,,,0,5000,6.7,11,Accounting services,[],
"UAB ""Pagautė""",300053454,LT100001209015,Jurgita Alksnienė,"Fabijoniškių g. 5C-1031, LT-06335 Vilnius",http://pagaute.lt/,,736370,2021-01: 2 cars (uses),"69,504.00 €",16 years 5 months 22 days,24,"1,924.46 € (2021-01)","8,752.84 € (2021-01)",500001,1000,5.6,221,Accounting services,[],https://www.facebook.com/Pagaute/
"Rodita, MB",304139979,,"Jolanta Zarankienė, direktorė","Konstitucijos pr. 12, 5 įėjimas, LT-09308 Vilnius",,,2383242,2021-01: 1 car (uses),,5 years 3 months 12 days,2,,,30001,50000,9.0,40,Accounting services,[],
"UAB ""SB grupė""",302721774,LT100008982917,Direktorė Birutė Dargienė,"Kauno g. 7-52, LT-91155 Klaipėda",,,2143124,2021-01: 1 car (owns),"2,896.00 €",9 years 24 days,2,,,50001,100000,8.7,11,Accounting services,[],
"UAB ""Turto Valdymas""",123931037,,"Arnas Kukujevas, direktorius","Konstitucijos pr. 26, LT-08105 Vilnius",http://vpe.lt,I-V 8.00-17.00,49266,,"2,896.00 €",23 years 11 months 20 days,3,,,30001,50000,7.8,26,Accounting services,[],
"UAB ""Verslo finansai ir auditas""",302683804,LT100006647818,"Vaida Vasiliauskaitė, direktorė","Ryšininkų g. 8-7, LT-91118 Klaipėda",http://www.verslas.biz,I-V 08:00-17:00,2131538,2021-01: 1 car (uses),"2,896.00 €",9 years 3 months 24 days,6,533.83 € (2021-01),747.06 € (2021-01),30001,50000,3.0,24,Accounting services,[],
"UAB ""Verslo Sintezė""",124420946,,Raimonda Dumbravienė,"Laisvės pr. 31, LT-04340 Vilnius",http://www.dumbravienes.lt,9-17,19889,,"2,900.00 €",22 years 10 months 24 days,2,,,20001,30000,5.3,9,Accounting services,[],
"Apskaitos ir mokesčių spektras, UAB",300503104,LT100004070413,"Renata Kerpytė, direktorė","Vasario 16-osios g. 13-11, LT-89225 Mažeikiai",,I-V 08:00-17:00,866274,,"2,896.00 €",15 years 3 months 21 day,9,"1,218.67 € (2021-01)","1,724.77 € (2021-01)",100001,200000,5.8,27,Accounting services,[],
"Buhalterės paslaugos, MB",304759453,LT100011913012,"Justina Viplentaitė, direktorė","Pakraščio g. 1, Piliuonos k., LT-53189 Kauno r.",,,3151466,2021-01: 1 car (owns),,3 years 27 days,14,"1,194.85 € (2021-01)","1,733.68 € (2021-01)",50001,100000,5.0,56,Accounting services,[],https://www.facebook.com/justinabuhaltere
"Buhalterinė apskaita ir finansai, MB",303585868,,"Astra Povilaitienė, direktorė","Mokolų g. 71-4, LT-68169 Marijampolė",http://www.apskaitairfinansai.lt,8.00-17.00,2319425,,,6 years 20 days,,,,0,5000,4.0,16,Accounting services,[],
UAB Eurobalansas,300041893,LT100009163814,"Dalė Petraitienė, direktorius","Užuolankos g. 15-18, LT-62111 Alytus",,I-V 08.00-17.00,577293,2021-01: 1 car (owns),"2,896.00 €",16 years 7 months 13 days,3,,,30001,50000,4.3,28,Accounting services,[],
"FINANSUS, UAB",301538275,LT100003817511,"Ingrida Banelytė-Lukoševičienė, direktorius","Pievų g. 30, Jonučiai, LT-53213 Kauno r.",http://www.finansus.lt,I-V 09:00-12:00 ir 13:00-18:00,607996,2021-01: 1 car (owns),"2,896.00 €",13 years 24 days,2,,,50001,100000,8.3,15,Accounting services,[],
"Finapskaita, MB",305420477,,"Viktorija Kazlauskienė, direktorius","Artojo g. 7e-301, LT-92347 Klaipėda",,,,,,1 year 1 month 25 days,,,,,,1.9,10,Accounting services,[],https://www.facebook.com/MB-Finapskaita-100336981539057/?ref=aymt_homepage_panel&eid=ARCS3O02jfVBL7D7GlVHmChTJZpAgwDP1Z0BWUIjcs6rbhDNVrnayrFIaDudV
"UAB ""Nordic Accounting Group""",302533092,LT100005544912,"Julija Kinčienė, direktorė","Taikos pr. 32A-72, LT-91235 Klaipėda",http://www.nordic-accounting.no,,2063458,2021-01: 1 car (owns),"2,896.20 €",10 years 7 months 2 days,1,,,50001,100000,7.2,11,Accounting services,[],
"UAB ""Patikima ir kokybiška apskaita""",302651190,,"Ineta Barkauskienė, direktorė","Reikjaviko g. 14-76, LT-94254 Klaipėda",,I-V 08:00-17:00,2118091,,"2,896.20 €",9 years 7 months 3 days,2,,,5001,10000,4.3,55,Accounting services,[],
"Skaiveda, UAB",302616093,,"Jurgita Meškauskienė, direktorius","Sedos g. 34A, LT-87101 Telšiai",,,2101909,2021-01: 1 car (uses),"4,344.00 €",9 years 10 months 16 days,2,,,30001,50000,8.1,20,Accounting services,[],
"UAB ""Sostinės apskaita""",303554488,,,"Salomėjos Nėries g. 89-82, LT-06304 Vilnius",,,2317189,,"2,500.00 €",6 years 1 month 5 days,,,,,,7.1,254,Accounting services,[],
"Vakarų buhalterija, UAB",304687406,,"Rita Zaborienė, direktorė","Šilutės pl. 21, LT-91107 Klaipėda",http://vakarubuhalterija.lt/,,3099213,,"2,500.00 €",3 years 4 months 27 days,6,420.40 € (2021-01),493.37 € (2021-01),20001,30000,9.2,34,Accounting services,[],
"Apskaitos valdymo biuras, MB",304434890,,"Rita Jakutavičienė, direktorė","Ukmergės g. 317B, LT-06306 Vilnius",http://www.apskaitosvaldymas.lt,,2883501,,,4 years 2 months 18 days,1,,,30001,50000,4.7,16,Accounting services,[],
"Avineta, UAB",125023513,LT250235113,"Oleg Fomičiov, direktorius","Naugarduko g. 100, LT-03160 Vilnius",http://buhalterija.avi.lt,I-V 09.00-17.00,54791,2021-01: 2 cars (owns),"2,896.00 €",21 year 4 months 18 days,6,865.59 € (2021-01),"1,190.92 € (2021-01)",30001,50000,5.8,5,Accounting services,[],
"BK balansas, UAB",302554987,LT100013275412,Birutė Kavaliauskienė,"Vasario 16-osios g. 4-13, LT-68300 Marijampolė",,I-V 08:00-17:00,2071463,,"2,900.00 €",10 years 4 months 17 days,3,,,30001,50000,6.4,14,Accounting services,[],
"FA Service, UAB",301896557,LT100004330218,"Šarūnė Trakimienė, direktorius","Geležinio Vilko g. 2-54, LT-49278 Kaunas",http://www.faservice.lt,,1023456,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",12 years 5 months 1 day,2,,,30001,50000,7.7,6,Accounting services,[],
"Mokesčių labirintai, UAB",167367346,LT100009099617,"Zenona Grigaitienė, direktorė","Pavenčių g. 5-34, Mažeikiai",,,862964,,"2,896.00 €",19 years 1 month 10 days,9,939.87 € (2021-01),"1,481.55 € (2021-01)",50001,100000,6.4,27,Accounting services,[],
"Romtela, UAB",123672556,LT100001467913,"Tatjana Bižokienė, direktorė","Smolensko g. 1-205, LT-03202 Vilnius",http://www.romtela.lt,8.00-17.00,10610,2021-01: 1 car (uses),"2,896.00 €",24 years 8 months 11 days,6,969.76 € (2021-01),"1,031.34 € (2021-01)",50001,100000,6.3,17,Accounting services,[],
"Skaičių mazgas, MB",305217530,,,"Kuršių g. 7, LT-48107 Kaunas",https://skaiciumazgas.lt,,,,,1 year 7 months 7 days,,,,0,5000,10.0,12,Accounting services,[],
